,Aberdeen Falls,Abhayagiri Dagaba,Ambewela Farms,Ambuluwawa Tower,Ancient City of Polonnaruwa,Angurukaramulla Temple,Arugam Bay,Bahiravokanda Vihara Buddha Statue,Baker's Falls,Bambarakanda Falls,Batticaloa Fort,Beddegana Wetland Park,Bentota Beach,Bogoda Wooden Bridge,Bopath Ella (Bopath Falls),Brief Garden - Bevis Bawa,Buduruwagala Temple,Casuarina Beach,Ceylon Tea Museum,Coconut Tree Hill,Colombo Lotus Tower,Colombo National Museum,Dagoba of Thuparama,Dambulla Cave Temple,Dehiwala Zoo - Sri Lanka,Demodara Loop,Devon Falls,Diyaluma Falls,Diyatha Uyana,Dondra Head Lighthouse,Dunhinda Falls,Dutch Hospital Shopping Precinct,Elephant Pass,Elephant Transit Home (ETH),Ella Rock,Embekka Devalaya,Fort Frederick,Gal Oya National Park,Gal Vihara,Galle Dutch Fort,Galle Face Green,Galle Face Hotel,Galle Fort Lighthouse,Galway's Land National Park,Gangaramaya Temple,Gartmore Falls,Goyambokka Beach,Gregory Lake,Hakgala Botanic Gardens,Handunugoda Tea Estate,Henerathgoda Botanical Garden,Hikkaduwa Beach,Hiriketiya Beach,Horton Plains National Park,Hummanaya Blow Hole,Hurulu Eco Park,Independence Memorial Hall,Isurumuniya Temple,Jaffna Fort,Jaffna Public Library,Jami Ul-Alfar Mosque,Japanese Peace Pagoda - Rumassala,Jaya Sri Maha Bodhi,Jungle Beach,Kabalana Beach,Kalametiya Eco Bird Watching,Kalutara Bodhiya,Kande Viharaya Temple,Kandy Lake,Kandy View Point,Kanniya Hot Springs,Kataragama Temple,Kaudulla National Park,Keerimalai Hot springs,Kelaniya Raja Maha Vihara,Kiri Vehera,Kirinda Viharaya,Knuckles Mountain Range,Koggala Lake,Kosgoda Sea Turtle Conservation Project,Kumana National Park,Laxapana Falls,Lipton’s Seat,Little Adam's Peak View Point,Lovamahapaya Brazen Palace,Lover's Leap Falls,Lunugamvehera National Park,Madu River Safari by Buddhi,Maduru Oya National Park,Maha Saman Dewalaya,Maligawila Buddha Statue,Marble Beach,Matara Paravi Duwa Temple,Mihintale,Minneriya National Park,Mirissa Beach,Moon Plains,Moonstone or Sandakada pahana,Mount Lavinia Beach,Mulgirigala Raja Maha Vihara,Muthurajawela Marsh,Nagadipa Purana Vihara,Nalanda Gedige,Nallur Kandaswamy Kovil Festival,Negombo Beach,Negombo Fish Market,Nilavarai Bottomless Well,Nilaveli Beach,Nine Arches Bridge,Old Parliament Building,Pasikudah Beach,Pedro Tea Factory,Pettah Floating Market,Pidurangala Rock,Pidurutalagala,Pinnawala Elephant Orphanage,Pitawala Pathana,Polhena Beach,Polonnaruwa Vatadage,Popham's Arboretum,Rankoth Vehera,Ravana Ella Falls,Richmond Castle,Ridee Viharaya (silver Temple),Ritigala Forest Monastery,Royal Botanical Gardens,Ruwanweli Maha Seya,Samadhi Statue,Samudra Parakrama,Sea Turtle Conservation Project (Koggala),Sea Turtle Farm Galle Mahamodara,Seema Malakaya Temple,Seenigama Muhudu Viharaya,Seruwila Mangala Raja Maha Vihara,Sigiriya Lion Rock,Single Tree Hill,Sinharaja Forest Reserve,Sithulpawwa Rock Temple,Somawathiya Chaitya,Sri Pada / Adam's Peak,St Benedict's Monastery - Adisham,St Clair's Falls,St Lucia's Cathedral,St. Mary's Church,Statue of Parakramabahu I,Temple of the Sacred Tooth Relic,Trincomalee Beach,Trincomalee War Cemetery,Turtle Conservation Project Turtle Watch,Twin Baths (Kuttam Pokuna),Udawalawe National Park,Unawatuna Beach,Uppuveli Beach,Victoria Park of Nuwara Eliya,Viharamahadevi Park,Visit Kanneliya Rain Forest,Wasgamuwa National Park,Weherahena Buddhist Temple,Weligama Beach,Wewurukannala Vihara,Whale Watching in Mirissa,Wilpattu National Park,Wolvendaal Church,Yala National Park,Yapahuwa Rock Fortress
Muthurajawela Marsh,94.04,198.33,137.13,97.38,203.01,13.7,286.99,112.15,140.97,147.57,279.04,33.96,102.77,163.43,85.22,99.97,186.07,387.95,111.75,193.38,28.5,30.89,196.28,155.55,38.59,175.42,112.03,177.12,33.5,204.45,173.05,167.91,361.14,170.31,175.17,101.18,291.91,234.6,205.29,167.91,29.09,29.75,168.23,132.76,30.04,110.92,209.35,133.29,139.84,177.07,15.73,148.13,208.31,142.0,209.27,189.03,31.75,193.11,373.62,373.62,26.96,170.26,194.86,187.36,181.36,215.93,79.1,100.03,113.91,113.57,288.77,237.92,216.02,395.56,25.36,205.06,250.32,142.43,176.78,114.18,270.32,96.09,172.78,176.36,194.06,133.6,214.44,126.35,190.57,97.32,222.11,281.41,196.72,203.68,192.94,192.44,137.28,191.4,41.71,192.37,0.0,366.21,137.62,375.58,18.85,15.1,387.84,300.14,175.82,28.27,271.99,135.17,27.72,178.55,131.34,78.46,141.98,197.62,203.41,158.86,204.59,175.79,77.33,107.99,186.79,106.63,195.54,197.3,195.26,177.96,165.61,30.12,144.86,278.44,177.41,130.76,139.18,252.84,238.21,103.16,161.41,115.09,25.41,25.77,202.05,113.76,292.93,292.78,211.99,189.56,171.83,171.62,291.92,131.21,30.23,145.08,176.34,199.07,186.73,211.3,199.83,196.17,26.3,250.46,119.95
Nagadipa Purana Vihara,405.12,203.28,424.42,376.91,303.41,352.92,504.06,362.38,439.45,444.03,395.11,400.06,468.39,421.53,421.56,464.76,469.74,27.52,365.96,548.56,394.4,396.85,205.39,287.29,404.73,439.72,409.93,460.46,399.55,554.8,424.54,530.3,92.31,491.58,445.34,369.92,261.54,431.49,300.21,530.3,394.65,395.36,530.64,414.98,395.92,431.34,548.81,416.71,422.42,535.2,370.11,512.7,552.65,438.11,551.69,270.07,397.81,207.81,34.66,35.17,392.69,532.24,206.9,544.34,540.23,544.07,444.94,465.53,363.51,363.24,249.13,525.04,268.03,44.93,391.18,300.71,548.04,350.64,536.1,479.59,518.28,412.06,453.13,444.65,207.05,413.9,504.44,491.62,361.81,439.3,481.48,263.52,549.11,212.97,281.57,547.83,418.57,212.2,407.76,530.99,366.21,0.0,312.0,38.09,348.05,352.62,50.0,245.57,443.09,393.76,358.14,415.31,393.55,280.97,409.93,350.87,334.64,550.6,302.42,288.52,301.3,444.01,442.93,322.03,252.51,363.91,206.14,204.76,305.21,537.58,528.22,396.0,509.55,288.83,282.03,415.27,483.16,532.44,298.11,423.25,449.54,412.26,391.4,391.68,303.99,362.95,255.88,254.69,546.46,211.25,483.02,533.48,257.35,414.43,396.19,500.94,320.51,549.69,543.17,555.47,554.46,174.31,392.2,512.6,274.87
Nalanda Gedige,107.94,109.21,114.53,75.96,65.4,133.61,210.59,55.26,130.44,134.17,153.73,156.82,205.35,109.72,133.62,198.82,157.74,326.36,58.9,255.31,158.22,159.64,107.02,27.43,163.86,128.0,105.45,148.5,156.07,256.74,113.47,249.02,274.52,184.12,133.42,67.29,159.3,139.84,67.79,249.02,159.89,160.2,249.35,105.1,159.44,131.4,244.53,106.87,111.87,246.52,127.35,238.95,250.7,128.7,248.73,59.8,159.59,104.41,306.75,306.58,157.75,249.93,105.46,253.44,252.1,235.79,187.71,202.35,55.71,55.57,158.5,213.4,83.92,327.68,149.41,67.54,236.08,39.28,248.97,213.63,214.07,115.07,141.16,132.81,105.22,103.76,192.47,223.22,71.58,150.25,172.27,148.4,253.15,102.92,58.88,254.84,108.14,100.19,167.03,227.41,137.62,312.0,0.0,307.55,132.89,136.28,316.49,170.58,131.28,159.45,138.48,105.0,158.0,46.64,99.91,65.99,23.69,255.05,65.83,28.38,67.04,132.17,184.72,29.78,67.79,59.02,106.24,107.74,57.64,250.76,247.6,159.47,236.57,142.02,45.26,105.84,187.38,221.73,100.83,125.1,138.12,106.98,155.59,156.22,64.44,55.21,161.34,161.4,240.18,100.87,173.52,250.8,160.04,104.82,159.13,213.23,40.7,252.2,251.72,253.26,260.2,146.51,156.63,204.32,53.32
Nallur Kandaswamy Kovil Festival,405.99,198.52,421.64,376.44,291.1,362.69,490.62,360.17,437.18,441.32,376.65,409.02,476.39,415.81,424.54,472.25,464.56,24.31,363.82,551.96,404.05,406.45,200.75,281.53,414.15,433.71,409.09,455.61,408.46,556.97,417.97,536.11,58.66,490.23,439.69,368.95,238.36,418.99,287.65,536.11,404.48,405.17,536.45,412.17,405.58,431.96,548.96,413.93,419.24,539.54,377.94,519.67,553.63,435.63,552.33,260.42,407.33,203.51,3.59,3.16,402.43,537.87,202.34,548.26,544.74,542.48,453.3,473.45,361.12,360.89,226.27,518.5,254.67,20.36,400.01,288.18,542.21,345.13,540.78,487.34,507.57,413.08,448.25,438.84,202.66,410.94,498.83,499.18,351.27,442.39,473.21,241.64,551.82,205.47,270.95,551.28,415.46,207.55,417.29,531.32,375.58,38.09,307.55,0.0,358.03,362.73,14.46,221.25,437.25,403.61,339.07,412.26,403.24,272.32,407.03,352.3,329.21,553.43,290.07,282.24,288.81,438.23,451.1,320.87,244.21,362.3,201.55,199.98,293.82,542.34,534.13,405.66,516.62,267.53,273.49,412.69,485.37,524.83,281.59,424.18,445.67,411.2,400.97,401.31,291.79,360.57,232.53,231.35,545.81,207.2,480.62,539.05,234.14,411.76,405.79,505.14,311.24,551.99,546.95,556.38,557.65,179.8,401.84,503.59,275.71
Negombo Beach,105.52,184.22,147.7,103.56,197.72,5.17,295.6,115.14,153.17,159.78,279.46,52.61,121.46,171.76,100.53,118.78,198.13,370.04,115.35,212.03,46.37,48.82,182.24,148.1,56.76,185.01,122.63,188.88,52.19,222.85,181.11,186.76,344.9,185.93,185.41,105.89,283.04,239.92,199.7,186.76,46.6,47.32,187.08,142.4,47.88,124.84,227.02,143.13,149.94,195.83,29.74,166.91,226.33,153.94,227.16,180.57,49.82,179.11,356.01,356.02,44.65,189.11,180.89,206.08,200.16,232.74,97.76,118.75,117.03,116.65,279.21,251.46,207.74,377.93,44.18,199.52,264.96,142.9,195.59,132.9,281.11,108.55,184.05,186.44,180.05,143.03,227.82,145.08,191.09,113.91,232.78,272.74,215.22,190.66,185.61,211.1,147.07,177.7,59.73,209.86,18.85,348.05,132.89,358.03,0.0,4.79,370.43,290.3,185.76,45.72,269.87,144.68,45.5,170.95,140.4,79.99,140.34,216.17,198.03,151.65,199.1,185.84,96.06,104.07,176.63,110.07,181.53,183.27,190.16,196.78,184.47,47.96,163.65,271.39,169.9,140.6,156.69,265.98,232.25,116.68,173.15,125.77,43.39,43.66,196.81,116.79,283.72,283.5,229.28,175.67,186.43,190.48,282.8,140.89,48.17,163.66,172.83,217.48,205.43,229.32,218.47,179.02,44.17,262.05,108.53
Negombo Fish Market,104.95,188.95,147.48,104.45,201.27,3.2,296.04,116.85,152.46,159.07,281.92,48.39,117.2,172.21,98.68,114.65,197.5,374.67,116.92,208.47,41.87,44.33,186.96,151.99,52.31,185.11,122.36,188.33,47.99,219.53,181.64,182.77,349.69,184.03,185.32,107.16,287.2,241.21,203.31,182.77,42.03,42.75,183.09,142.44,43.36,123.52,224.18,143.12,149.86,192.13,27.76,162.74,223.28,153.31,224.19,184.64,45.36,183.83,360.7,360.72,40.12,185.15,185.6,202.43,196.4,230.34,93.49,114.51,118.72,118.35,283.47,250.36,211.79,382.62,40.14,203.12,263.47,145.24,191.81,128.65,280.91,107.68,183.65,186.4,184.76,143.14,226.77,140.84,193.47,111.56,232.6,276.87,211.81,195.3,189.5,207.54,147.07,182.4,55.23,207.11,15.1,352.62,136.28,362.73,4.79,0.0,375.15,294.6,185.76,41.14,272.85,144.77,40.99,174.88,140.6,81.92,143.13,212.72,201.6,155.5,202.69,185.81,91.85,107.25,180.94,111.66,186.25,187.99,193.67,192.97,180.46,43.45,159.46,275.27,173.81,140.58,153.93,265.02,235.93,115.49,172.6,125.49,38.93,39.17,200.35,118.49,287.94,287.72,226.64,180.38,184.92,186.52,287.0,140.92,43.68,160.18,176.03,214.15,201.81,226.27,214.92,183.77,39.68,261.6,112.96
Nilavarai Bottomless Well,416.22,207.84,430.83,386.36,297.49,375.05,496.15,369.64,446.49,450.51,380.37,421.16,488.26,424.12,435.29,484.01,472.97,29.05,373.3,562.69,416.33,418.73,210.09,290.15,426.37,441.91,418.85,464.13,420.59,567.39,426.01,547.44,56.93,499.74,447.99,378.74,240.4,424.98,293.97,547.44,416.8,417.48,547.78,421.37,417.87,442.09,558.84,423.14,428.32,550.51,389.88,531.28,563.74,444.89,562.34,267.87,419.58,212.94,17.8,17.48,414.73,549.16,211.69,559.13,555.75,551.88,465.27,485.31,370.54,370.31,228.54,526.41,260.83,14.14,412.13,294.5,550.32,353.64,551.84,499.15,514.08,423.34,456.77,447.08,212.06,420.1,507.05,510.94,358.12,453.14,480.6,244.29,562.38,213.92,278.02,562.02,424.56,216.85,429.54,541.26,387.84,50.0,316.49,14.46,370.43,375.15,0.0,222.82,445.48,415.94,342.61,421.39,415.53,280.05,416.21,362.77,337.79,564.01,296.45,290.7,295.15,446.48,463.03,330.72,252.19,371.93,210.9,209.29,300.53,553.42,545.49,417.94,528.25,270.33,281.26,421.95,495.85,532.38,286.41,434.41,454.5,420.9,413.25,413.59,298.22,369.99,234.52,233.35,555.47,216.68,489.84,550.32,236.19,421.0,418.07,516.11,318.63,562.44,557.78,566.46,568.32,191.78,414.12,510.7,286.21
Nilaveli Beach,275.78,125.36,269.63,244.28,114.59,292.62,287.13,221.79,285.77,287.23,162.56,324.42,375.93,249.72,303.02,369.38,295.95,245.35,225.06,418.45,324.41,326.14,126.12,146.66,331.34,264.21,269.11,289.37,323.68,416.79,247.47,416.89,166.59,337.82,271.29,235.5,18.94,222.39,110.82,416.89,325.86,326.28,417.22,261.32,325.77,296.42,399.21,262.99,265.49,412.07,292.92,408.51,407.66,283.37,404.74,112.21,326.31,128.14,222.49,222.07,323.62,417.51,126.62,417.81,417.7,384.69,358.02,372.93,221.55,221.56,12.28,339.81,86.66,236.86,316.31,111.3,365.2,191.88,415.04,384.13,312.84,282.58,282.61,269.71,127.56,259.53,325.46,393.53,170.66,318.85,290.04,27.39,414.78,110.69,111.79,418.13,262.58,126.59,334.63,383.76,300.14,245.57,170.58,221.25,290.3,294.6,222.82,0.0,268.12,325.29,124.86,260.15,324.03,124.37,256.45,236.21,180.3,416.86,113.65,144.03,112.03,269.27,355.05,198.62,113.67,226.75,126.41,125.34,121.65,416.89,415.67,325.81,406.27,51.42,125.69,262.95,351.79,341.28,84.79,291.51,285.24,269.76,321.53,322.12,115.69,221.19,13.31,12.41,392.37,129.83,323.9,418.27,15.2,261.69,325.57,380.15,145.8,412.83,415.89,409.84,422.6,174.57,322.58,315.54,182.09
Nine Arches Bridge,82.23,239.9,38.95,85.83,156.44,182.63,112.14,87.79,41.48,36.76,154.08,167.95,168.86,21.56,101.49,161.45,28.18,456.76,84.99,162.46,175.49,175.03,237.77,155.98,173.05,3.91,63.84,21.44,167.43,155.84,20.68,174.98,400.3,74.94,3.36,87.71,251.4,79.29,160.34,174.98,177.5,177.22,175.24,43.36,175.68,74.59,133.68,42.65,35.98,162.38,160.09,177.53,143.68,39.15,140.02,178.62,174.03,235.3,436.64,436.44,176.51,174.27,236.24,164.56,167.64,116.87,166.07,166.93,86.07,86.45,256.2,82.14,191.97,457.18,166.9,159.8,105.03,92.46,166.64,170.3,95.72,81.77,15.53,1.63,236.07,42.82,61.58,173.44,97.47,103.37,47.61,241.14,156.29,231.78,170.15,162.49,38.7,230.94,174.48,120.27,175.82,443.09,131.28,437.25,185.76,185.76,445.48,268.12,0.0,177.76,170.88,41.14,176.02,165.84,45.78,116.32,108.46,158.56,157.49,155.06,159.06,1.17,163.4,127.65,193.33,89.14,237.01,238.43,150.92,168.5,174.8,175.64,176.81,222.58,164.57,45.19,107.24,91.42,183.38,78.79,24.39,60.84,174.89,175.45,155.44,86.62,255.71,256.29,125.55,231.84,59.12,174.45,253.94,44.87,174.98,139.1,129.07,152.92,162.32,145.43,164.96,276.49,175.49,78.91,176.11
Old Parliament Building,96.05,226.13,138.89,108.05,224.65,40.94,289.9,126.39,139.45,145.83,293.9,11.33,76.9,168.42,79.0,75.11,183.79,415.74,125.25,171.78,2.32,4.0,224.05,179.47,11.75,177.97,114.73,175.63,11.52,184.3,178.27,143.61,389.4,160.14,176.59,113.66,316.31,243.18,227.19,143.61,0.91,1.66,143.92,136.34,2.9,106.75,192.37,136.51,142.38,154.62,32.41,122.73,189.94,140.96,191.44,213.49,5.34,220.88,401.62,401.63,1.71,146.15,222.62,165.18,158.52,201.76,53.3,74.36,127.94,127.65,313.73,231.84,240.2,423.55,11.44,226.92,241.64,158.83,153.83,88.42,269.5,95.99,172.3,178.05,221.83,137.52,208.99,100.6,206.11,86.5,221.99,305.67,176.05,231.02,216.46,170.79,140.47,219.05,14.27,176.18,28.27,393.76,159.45,403.61,45.72,41.14,415.94,325.29,177.76,0.0,289.89,138.91,1.77,202.39,135.99,96.05,160.73,176.73,225.14,182.55,226.4,177.54,52.03,129.69,212.5,120.53,223.31,225.08,216.79,154.85,141.23,2.98,119.41,301.32,201.19,134.06,123.69,247.48,260.25,100.32,160.26,117.48,3.87,3.23,223.65,127.89,317.6,317.5,196.3,217.29,164.22,147.56,316.51,134.76,3.57,124.42,196.49,178.95,164.78,192.9,178.31,224.34,2.86,248.28,146.77
Pasikudah Beach,210.99,181.43,187.31,185.68,81.15,269.99,163.7,164.54,201.17,200.13,37.93,284.77,317.13,158.3,239.82,309.74,195.69,362.42,166.33,332.72,288.25,289.19,180.5,133.15,291.69,167.21,197.42,191.81,284.04,326.72,152.28,340.89,288.02,245.74,174.24,178.36,105.93,105.93,81.39,340.89,290.14,290.3,341.18,181.68,289.24,223.19,303.95,182.92,182.41,330.9,259.56,338.72,314.36,198.43,310.55,116.55,288.84,180.24,339.77,339.4,288.21,340.69,179.8,334.18,336.36,284.98,305.26,314.47,163.24,163.47,116.21,228.73,100.72,356.31,278.86,81.23,253.96,131.22,334.8,322.42,192.99,216.1,186.41,172.25,180.36,179.74,218.95,329.06,86.25,251.34,178.91,99.58,326.94,164.93,104.17,332.67,180.86,176.05,294.49,291.11,271.99,358.14,138.48,339.07,269.87,272.85,342.61,124.86,170.88,289.89,0.0,179.61,288.25,116.38,178.09,194.18,130.01,329.2,81.44,129.14,81.22,172.03,302.19,165.96,134.41,170.48,180.18,180.4,86.52,336.69,340.28,289.25,337.26,73.7,116.58,183.97,272.21,227.0,63.59,221.5,193.07,196.67,286.07,286.72,81.57,163.18,111.73,112.77,295.08,179.07,230.0,341.09,109.87,182.67,288.79,303.65,97.78,323.73,331.99,316.01,335.54,237.04,287.04,199.55,182.59
Pedro Tea Factory,42.89,213.75,9.72,45.8,145.6,141.62,151.89,53.27,26.05,29.18,171.07,129.69,141.22,29.77,66.85,133.69,58.84,430.64,49.85,158.63,136.7,136.46,211.52,131.89,135.27,40.35,24.25,48.89,129.12,156.7,39.64,161.92,379.26,79.77,41.05,49.25,245.06,106.95,149.41,161.92,138.73,138.52,162.22,2.63,137.02,44.43,141.04,3.33,7.2,153.82,119.45,159.14,148.39,23.98,145.89,159.77,135.55,208.79,411.39,411.22,137.57,161.94,209.94,158.58,159.41,130.86,134.12,138.87,51.98,52.28,247.92,116.28,177.84,432.45,127.79,148.91,135.99,70.46,157.29,144.93,136.81,44.17,42.42,41.9,209.64,1.73,93.19,150.45,95.75,73.94,88.56,234.29,154.65,207.91,153.76,158.37,3.29,204.72,137.01,124.61,135.17,415.31,105.0,412.26,144.68,144.77,421.39,260.15,41.14,138.91,179.61,0.0,137.16,146.29,5.56,76.75,85.22,156.76,146.56,131.91,148.17,41.28,131.22,94.23,171.62,52.82,210.73,212.29,138.77,159.17,161.17,136.99,157.73,219.28,144.92,5.1,93.78,128.13,177.45,44.94,35.1,21.75,135.84,136.42,144.5,52.55,248.64,249.05,135.82,205.14,68.52,162.45,247.01,4.17,136.35,124.54,114.87,152.69,156.55,150.74,162.57,244.95,136.51,119.12,142.94
Pettah Floating Market,94.3,225.27,137.15,106.31,223.17,40.64,288.16,124.7,137.76,144.15,292.19,10.04,76.67,166.66,77.37,74.72,182.13,415.46,123.54,171.08,0.98,3.39,223.19,178.13,11.44,176.23,112.98,173.95,10.15,183.48,176.51,143.2,388.78,158.71,174.86,111.94,314.99,241.41,225.72,143.2,1.91,2.25,143.51,134.58,2.38,105.1,191.32,134.75,140.63,154.0,31.11,122.46,188.98,139.27,190.44,212.19,4.6,220.01,401.26,401.26,0.95,145.71,221.75,164.54,157.94,200.54,53.02,74.09,126.24,125.95,312.45,230.29,238.87,423.19,9.69,225.45,240.19,157.18,153.26,88.18,267.82,94.26,170.6,176.32,220.96,135.76,207.42,100.37,204.42,85.03,220.29,304.33,175.27,230.05,215.09,170.1,138.72,218.15,14.25,175.07,27.72,393.55,158.0,403.24,45.5,40.99,415.53,324.03,176.02,1.77,288.25,137.16,0.0,201.04,134.23,94.47,159.14,175.97,223.66,181.2,224.93,175.81,51.66,128.24,211.31,118.83,222.44,224.21,215.3,154.3,140.83,2.46,119.15,299.89,199.84,132.31,122.5,245.92,258.78,98.64,158.57,115.73,2.52,2.0,222.16,126.2,316.3,316.21,195.17,216.41,162.7,147.12,315.21,133.01,2.78,123.61,194.95,178.13,164.12,191.94,177.61,223.89,1.49,246.63,145.74
Pidurangala Rock,154.09,79.82,156.0,122.13,35.33,172.55,226.28,100.54,172.29,175.22,141.73,200.8,251.75,144.72,180.19,245.29,193.65,292.64,104.07,300.54,201.35,202.96,78.04,22.99,207.79,162.18,150.14,185.19,200.06,301.12,146.07,295.39,234.56,226.06,168.47,113.38,114.07,153.12,35.05,295.39,202.9,203.28,295.72,146.84,202.67,176.76,287.24,148.61,152.69,292.36,169.98,285.57,294.14,170.27,291.88,13.57,203.05,76.39,271.9,271.67,200.7,296.24,76.76,299.0,297.96,276.62,233.65,248.74,100.68,100.61,112.41,246.36,37.97,292.04,192.94,35.17,270.38,75.95,294.95,260.16,237.5,161.14,177.87,167.45,76.92,145.28,227.29,269.83,81.63,196.68,201.0,103.34,297.96,68.03,14.81,300.11,149.21,71.74,211.04,270.54,178.55,280.97,46.64,272.32,170.95,174.88,280.05,124.37,165.84,202.39,116.38,146.29,201.04,0.0,141.67,111.85,61.21,299.92,34.97,19.86,35.16,166.87,230.69,74.28,28.46,104.87,77.42,78.41,31.39,296.75,294.0,202.7,283.2,100.48,1.4,147.96,232.78,252.51,63.4,170.87,176.96,151.36,198.57,199.18,35.02,100.24,115.67,115.66,282.09,73.77,214.19,297.09,114.48,146.82,202.42,259.36,39.62,296.73,297.22,296.6,305.24,129.42,199.62,231.76,69.13
Pidurutalagala,40.33,208.51,14.63,40.52,141.87,137.44,155.65,47.78,30.68,34.3,170.72,127.01,141.25,32.45,65.79,133.73,64.32,425.34,44.33,162.07,133.8,133.64,206.28,126.91,132.74,44.7,22.14,54.38,126.42,160.62,42.29,164.23,374.3,84.5,45.91,43.75,241.55,108.57,145.65,164.23,135.84,135.65,164.54,5.2,134.17,45.18,145.58,6.98,12.74,156.74,115.64,160.7,152.69,28.81,150.29,155.18,132.77,203.53,406.14,405.97,134.61,164.35,204.69,161.78,162.34,135.88,133.24,138.82,46.51,46.8,244.2,121.79,173.66,427.22,124.77,145.16,141.55,66.02,160.1,145.38,141.51,42.46,47.83,46.64,204.38,3.99,98.73,151.3,93.49,74.15,93.35,230.75,158.34,202.83,149.42,161.78,8.84,199.48,134.59,128.98,131.34,409.93,99.91,407.03,140.4,140.6,416.21,256.45,45.78,135.99,178.09,5.56,134.23,141.67,0.0,71.42,80.5,160.41,142.81,127.01,144.43,46.0,130.3,88.72,166.75,47.26,205.48,207.05,134.93,161.98,163.41,134.15,159.18,216.17,140.29,6.5,96.51,133.55,174.15,44.6,40.65,20.16,132.84,133.43,140.77,47.08,245.06,245.45,140.59,199.87,73.64,164.9,243.44,5.24,133.52,126.84,110.92,156.52,159.79,155.08,166.15,239.44,133.53,124.16,137.4
Pinnawala Elephant Orphanage,54.33,157.14,83.26,30.98,129.82,78.81,220.54,35.36,94.84,100.73,200.62,92.04,140.13,98.56,73.25,133.86,135.41,368.65,36.04,200.15,94.55,95.68,154.87,90.04,99.08,114.59,62.26,125.48,91.3,204.67,106.92,188.53,326.5,142.72,116.89,28.94,225.27,160.86,132.62,188.53,96.37,96.58,188.87,75.19,95.63,80.59,198.03,76.52,83.51,188.91,65.4,176.17,201.81,94.37,200.82,124.38,95.46,151.78,351.0,350.89,94.36,189.81,153.27,197.0,194.32,194.98,121.82,137.1,37.31,36.92,224.21,192.58,149.63,372.66,85.32,132.31,210.97,63.97,190.71,148.92,211.36,61.2,119.16,117.37,152.72,75.03,169.15,159.07,112.12,90.99,163.78,214.38,199.62,156.32,124.77,199.53,79.84,148.54,102.13,180.17,78.46,350.87,65.99,352.3,79.99,81.92,362.77,236.21,116.32,96.05,194.18,76.75,94.47,111.85,71.42,0.0,64.68,201.27,130.38,92.34,131.74,116.71,118.85,37.84,128.22,30.76,154.05,155.8,121.89,192.39,186.87,95.65,173.57,207.49,110.52,74.28,133.09,204.83,165.61,72.39,110.85,65.13,92.2,92.84,128.77,37.02,227.23,227.27,196.18,147.95,136.77,190.83,225.96,74.0,95.23,154.67,100.7,199.7,195.54,204.62,205.67,177.06,93.2,195.19,76.59
Pitawala Pathana,95.52,131.46,94.91,64.36,67.9,140.21,187.62,41.62,111.16,114.27,139.94,156.48,198.18,86.91,123.18,191.27,135.4,348.44,44.8,239.93,159.22,160.32,129.31,47.68,163.5,105.08,89.55,126.4,155.74,240.06,90.16,236.62,294.38,164.97,110.74,55.67,167.14,117.8,71.2,236.62,161.05,161.25,236.95,85.69,160.29,116.59,226.06,87.46,91.75,232.42,129.79,228.46,232.93,109.19,230.67,74.76,160.08,126.84,328.52,328.33,159.03,237.29,127.78,238.68,238.04,215.88,182.53,195.27,41.28,41.3,168.04,190.44,94.9,349.24,149.97,70.8,213.46,16.0,235.21,205.54,190.4,102.28,119.04,110.02,127.61,84.16,169.9,214.3,53.19,138.62,148.68,156.16,237.08,123.87,69.96,239.53,88.19,122.49,166.47,209.33,141.98,334.64,23.69,329.21,140.34,143.13,337.79,180.3,108.46,160.73,130.01,85.22,159.14,61.21,80.5,64.68,0.0,239.07,68.64,47.15,70.14,109.39,179.47,38.27,86.57,46.88,128.55,129.98,60.1,237.04,235.38,160.31,226.3,145.94,59.83,86.76,172.44,198.41,103.35,111.31,116.9,90.56,156.87,157.52,66.8,40.93,169.9,170.13,221.04,123.39,153.44,238.06,168.44,85.63,159.88,200.02,36.96,235.73,236.85,235.38,244.49,170.17,157.87,180.68,75.53
