,Aberdeen Falls,Abhayagiri Dagaba,Ambewela Farms,Ambuluwawa Tower,Ancient City of Polonnaruwa,Angurukaramulla Temple,Arugam Bay,Bahiravokanda Vihara Buddha Statue,Baker's Falls,Bambarakanda Falls,Batticaloa Fort,Beddegana Wetland Park,Bentota Beach,Bogoda Wooden Bridge,Bopath Ella (Bopath Falls),Brief Garden - Bevis Bawa,Buduruwagala Temple,Casuarina Beach,Ceylon Tea Museum,Coconut Tree Hill,Colombo Lotus Tower,Colombo National Museum,Dagoba of Thuparama,Dambulla Cave Temple,Dehiwala Zoo - Sri Lanka,Demodara Loop,Devon Falls,Diyaluma Falls,Diyatha Uyana,Dondra Head Lighthouse,Dunhinda Falls,Dutch Hospital Shopping Precinct,Elephant Pass,Elephant Transit Home (ETH),Ella Rock,Embekka Devalaya,Fort Frederick,Gal Oya National Park,Gal Vihara,Galle Dutch Fort,Galle Face Green,Galle Face Hotel,Galle Fort Lighthouse,Galway's Land National Park,Gangaramaya Temple,Gartmore Falls,Goyambokka Beach,Gregory Lake,Hakgala Botanic Gardens,Handunugoda Tea Estate,Henerathgoda Botanical Garden,Hikkaduwa Beach,Hiriketiya Beach,Horton Plains National Park,Hummanaya Blow Hole,Hurulu Eco Park,Independence Memorial Hall,Isurumuniya Temple,Jaffna Fort,Jaffna Public Library,Jami Ul-Alfar Mosque,Japanese Peace Pagoda - Rumassala,Jaya Sri Maha Bodhi,Jungle Beach,Kabalana Beach,Kalametiya Eco Bird Watching,Kalutara Bodhiya,Kande Viharaya Temple,Kandy Lake,Kandy View Point,Kanniya Hot Springs,Kataragama Temple,Kaudulla National Park,Keerimalai Hot springs,Kelaniya Raja Maha Vihara,Kiri Vehera,Kirinda Viharaya,Knuckles Mountain Range,Koggala Lake,Kosgoda Sea Turtle Conservation Project,Kumana National Park,Laxapana Falls,Lipton’s Seat,Little Adam's Peak View Point,Lovamahapaya Brazen Palace,Lover's Leap Falls,Lunugamvehera National Park,Madu River Safari by Buddhi,Maduru Oya National Park,Maha Saman Dewalaya,Maligawila Buddha Statue,Marble Beach,Matara Paravi Duwa Temple,Mihintale,Minneriya National Park,Mirissa Beach,Moon Plains,Moonstone or Sandakada pahana,Mount Lavinia Beach,Mulgirigala Raja Maha Vihara,Muthurajawela Marsh,Nagadipa Purana Vihara,Nalanda Gedige,Nallur Kandaswamy Kovil Festival,Negombo Beach,Negombo Fish Market,Nilavarai Bottomless Well,Nilaveli Beach,Nine Arches Bridge,Old Parliament Building,Pasikudah Beach,Pedro Tea Factory,Pettah Floating Market,Pidurangala Rock,Pidurutalagala,Pinnawala Elephant Orphanage,Pitawala Pathana,Polhena Beach,Polonnaruwa Vatadage,Popham's Arboretum,Rankoth Vehera,Ravana Ella Falls,Richmond Castle,Ridee Viharaya (silver Temple),Ritigala Forest Monastery,Royal Botanical Gardens,Ruwanweli Maha Seya,Samadhi Statue,Samudra Parakrama,Sea Turtle Conservation Project (Koggala),Sea Turtle Farm Galle Mahamodara,Seema Malakaya Temple,Seenigama Muhudu Viharaya,Seruwila Mangala Raja Maha Vihara,Sigiriya Lion Rock,Single Tree Hill,Sinharaja Forest Reserve,Sithulpawwa Rock Temple,Somawathiya Chaitya,Sri Pada / Adam's Peak,St Benedict's Monastery - Adisham,St Clair's Falls,St Lucia's Cathedral,St. Mary's Church,Statue of Parakramabahu I,Temple of the Sacred Tooth Relic,Trincomalee Beach,Trincomalee War Cemetery,Turtle Conservation Project Turtle Watch,Twin Baths (Kuttam Pokuna),Udawalawe National Park,Unawatuna Beach,Uppuveli Beach,Victoria Park of Nuwara Eliya,Viharamahadevi Park,Visit Kanneliya Rain Forest,Wasgamuwa National Park,Weherahena Buddhist Temple,Weligama Beach,Wewurukannala Vihara,Whale Watching in Mirissa,Wilpattu National Park,Wolvendaal Church,Yala National Park,Yapahuwa Rock Fortress
Mulgirigala Raja Maha Vihara,269.72,500.53,246.26,331.93,404.34,307.4,287.52,369.69,211.24,206.98,408.53,247.59,175.83,289.93,169.66,169.71,144.69,822.51,361.78,71.3,261.19,258.31,497.13,382.17,248.4,265.71,262.69,212.89,247.56,54.24,299.16,115.12,752.44,69.2,250.52,348.39,552.03,290.61,410.12,115.12,263.13,262.16,115.24,265.39,259.94,213.51,26.86,261.64,254.36,84.97,270.54,139.4,35.85,216.02,32.01,426.12,256.29,492.75,795.25,795.06,263.96,111.66,494.72,79.5,89.95,44.51,198.22,176.37,368.27,368.64,557.4,143.53,453.63,827.46,255.48,409.35,132.48,417.84,92.44,165.21,230.64,254.96,224.49,254.74,494.1,268.91,128.95,156.36,322.51,145.41,189.54,536.13,58.44,494.56,417.54,71.98,261.19,487.12,246.97,0.0,288.56,796.49,341.12,796.98,314.79,310.67,811.89,575.64,257.72,264.27,436.67,267.02,262.6,405.81,276.39,270.25,314.0,61.82,405.81,382.83,408.24,255.26,197.11,315.81,442.5,363.6,495.92,498.4,394.47,94.53,117.08,259.81,141.66,511.0,403.74,262.76,79.79,166.57,449.9,230.98,213.04,258.69,263.49,263.81,402.72,369.39,557.85,558.57,30.49,487.08,91.84,110.66,555.32,265.26,258.92,89.4,358.9,51.42,76.12,39.21,71.64,535.81,263.34,195.41,384.35
Muthurajawela Marsh,201.51,297.5,293.85,208.67,304.51,20.55,430.49,240.32,302.08,316.22,418.56,50.94,154.16,350.21,127.83,149.95,279.1,581.92,239.46,290.07,42.75,46.34,294.42,233.33,57.89,375.9,240.06,379.54,50.25,306.68,370.82,251.86,541.71,255.47,375.36,216.81,437.87,351.9,307.94,251.86,43.63,44.62,252.34,284.49,45.06,237.69,314.02,285.62,299.66,265.61,23.6,222.19,312.46,304.29,313.9,283.54,47.62,289.67,560.43,560.43,40.44,255.39,292.29,281.04,272.04,323.9,118.65,150.05,244.09,243.36,433.15,356.88,324.03,593.34,38.04,307.59,375.48,305.21,265.17,171.27,405.48,205.91,370.24,377.91,291.09,286.29,321.66,189.53,285.85,145.98,333.17,422.12,295.08,305.52,289.41,288.66,294.17,287.1,62.57,288.56,0.0,549.31,206.43,563.37,28.28,22.65,581.76,450.21,376.76,42.41,407.99,289.65,41.58,267.82,281.44,117.69,212.97,296.43,305.12,238.29,306.88,376.69,115.99,161.99,280.19,228.49,293.31,295.95,292.89,266.94,248.41,45.18,217.29,417.66,266.12,280.2,208.77,379.26,357.31,221.06,345.88,246.62,38.12,38.66,303.07,243.77,439.4,439.17,317.99,284.34,257.75,257.43,437.88,281.16,45.35,217.62,264.51,298.6,280.09,316.95,299.75,294.25,39.45,375.69,179.93
Nagadipa Purana Vihara,868.11,221.76,909.47,807.66,455.12,529.38,549.88,776.53,941.68,951.49,431.03,600.09,702.58,903.28,632.34,697.14,704.61,30.02,784.2,822.84,591.6,595.27,224.06,430.94,607.09,942.26,878.42,986.7,599.33,832.2,909.73,795.45,100.7,737.37,954.3,792.69,285.32,470.72,450.31,795.45,591.98,593.04,795.96,889.24,593.88,924.3,823.21,892.95,905.19,802.8,555.17,769.05,828.98,938.81,827.54,294.62,596.72,226.7,37.81,38.37,589.03,798.36,225.71,816.51,810.35,816.11,667.41,698.29,778.95,778.37,271.78,572.77,292.4,49.01,586.77,451.06,597.86,751.37,804.15,719.38,565.4,882.99,970.99,952.82,225.87,886.93,550.3,737.43,542.71,658.95,525.25,287.48,823.67,232.33,307.17,821.75,896.94,231.49,611.64,796.49,549.31,0.0,468.0,41.55,522.08,528.93,54.55,267.89,949.48,590.64,390.7,889.95,590.33,421.46,878.42,526.31,501.96,825.9,453.63,432.78,451.95,951.45,664.39,483.04,275.47,779.81,224.88,223.37,457.81,806.37,792.33,594.0,764.33,315.09,423.04,889.86,724.74,580.84,325.21,906.96,963.3,883.41,587.1,587.52,455.99,777.75,279.14,277.84,819.69,230.45,724.53,800.22,280.75,888.06,594.28,751.41,480.77,824.54,814.75,833.21,831.69,190.16,588.3,559.2,412.31
Nalanda Gedige,231.3,163.81,245.42,162.77,98.1,200.42,315.89,118.41,279.51,287.51,230.59,235.23,308.02,235.11,200.43,298.23,236.61,489.54,126.21,382.96,237.33,239.46,160.53,41.14,245.79,274.29,225.96,318.21,234.1,385.11,243.15,373.53,411.78,276.18,285.9,144.19,238.95,209.76,101.69,373.53,239.83,240.3,374.02,225.21,239.16,281.57,366.8,229.01,239.72,369.78,191.03,358.43,376.05,275.79,373.09,89.7,239.39,156.61,460.12,459.87,236.62,374.9,158.19,380.16,378.15,353.69,281.56,303.52,119.38,119.08,237.75,320.1,125.88,491.52,224.11,101.31,354.12,84.17,373.45,320.44,321.1,246.58,302.49,284.59,157.83,222.34,288.7,334.83,107.37,225.38,258.41,222.6,379.73,154.38,88.32,382.26,231.73,150.28,250.54,341.12,206.43,468.0,0.0,461.33,199.33,204.42,474.74,255.87,281.31,239.17,207.72,225.0,237.0,69.96,214.09,98.98,35.54,382.58,98.74,42.57,100.56,283.22,277.08,44.67,101.69,126.47,159.36,161.61,86.46,376.14,371.4,239.2,354.85,213.03,67.89,226.8,281.07,332.59,151.25,268.07,295.97,229.24,233.39,234.33,96.66,118.31,242.01,242.1,360.27,151.3,260.28,376.2,240.06,224.61,238.7,319.85,61.05,378.3,377.58,379.89,390.3,219.76,234.95,306.48,79.98
Nallur Kandaswamy Kovil Festival,869.98,216.57,903.51,806.66,436.65,544.03,535.22,771.79,936.81,945.69,410.89,613.53,714.58,891.02,636.81,708.38,696.84,26.52,779.61,827.94,606.08,609.67,219.0,422.29,621.23,929.38,876.62,976.31,612.69,835.46,895.65,804.17,63.99,735.35,942.19,790.61,260.03,457.08,431.47,804.17,606.72,607.75,804.67,883.22,608.37,925.63,823.44,886.99,898.37,809.31,566.91,779.5,830.44,933.49,828.5,284.09,611.0,222.01,3.92,3.45,603.65,806.8,220.73,822.39,817.11,813.72,679.95,710.17,773.83,773.34,246.84,565.64,277.82,22.21,600.01,432.27,591.5,739.56,811.17,731.01,553.71,885.17,960.54,940.37,221.08,880.59,544.18,748.77,526.9,663.58,516.23,263.61,827.73,224.15,295.58,826.92,890.27,226.42,625.93,796.98,563.37,41.55,461.33,0.0,537.04,544.1,15.77,241.36,936.96,605.42,369.89,883.41,604.86,408.48,872.21,528.45,493.81,830.14,435.1,423.36,433.22,939.06,676.65,481.31,266.41,776.36,219.87,218.16,440.73,813.51,801.19,608.49,774.93,291.85,410.23,884.34,728.05,572.54,307.19,908.96,955.01,881.14,601.46,601.97,437.69,772.65,253.67,252.38,818.71,226.04,720.93,808.57,255.43,882.34,608.68,757.71,466.86,827.99,820.43,834.57,836.48,196.15,602.76,549.37,413.56
Negombo Beach,226.11,276.33,316.5,221.91,296.58,7.75,443.4,246.73,328.22,342.39,419.19,78.92,182.19,368.06,150.8,178.17,297.19,555.06,247.18,318.05,69.55,73.23,273.36,222.15,85.14,396.45,262.78,404.74,78.28,334.27,388.09,280.14,517.35,278.9,397.31,226.91,424.56,359.88,299.55,280.14,69.9,70.98,280.62,305.14,71.82,267.51,340.53,306.71,321.3,293.75,44.61,250.36,339.5,329.87,340.74,270.85,74.73,268.67,534.01,534.03,66.97,283.67,271.33,309.12,300.24,349.11,146.64,178.12,250.78,249.96,418.81,377.19,311.61,566.89,66.27,299.28,397.44,306.21,293.39,199.35,421.67,232.61,394.39,399.51,270.08,306.49,341.73,217.62,286.64,170.86,349.17,409.11,322.83,285.99,278.42,316.65,315.15,266.55,89.59,314.79,28.28,522.08,199.33,537.04,0.0,7.18,555.64,435.45,398.06,68.58,404.81,310.03,68.25,256.42,300.86,119.98,210.51,324.25,297.05,227.47,298.65,398.23,144.09,156.1,264.94,235.86,272.29,274.91,285.24,295.17,276.7,71.94,245.48,407.08,254.85,301.29,235.03,398.97,348.38,250.03,371.04,269.51,65.09,65.49,295.22,250.26,425.58,425.25,343.92,263.5,279.65,285.72,424.2,301.91,72.26,245.49,259.25,326.22,308.15,343.98,327.71,268.53,66.25,393.07,162.79
Negombo Fish Market,224.89,283.43,316.03,223.82,301.91,4.8,444.06,250.39,326.7,340.86,422.88,72.59,175.8,369.02,148.02,171.97,296.25,562.0,250.54,312.71,62.8,66.49,280.44,227.99,78.46,396.66,262.2,403.56,71.98,329.3,389.23,274.15,524.54,276.04,397.11,229.63,430.8,361.81,304.96,274.15,63.05,64.13,274.64,305.23,65.04,264.69,336.27,306.69,321.13,288.19,41.64,244.11,334.92,328.52,336.29,276.96,68.04,275.75,541.05,541.08,60.18,277.73,278.4,303.65,294.6,345.51,140.24,171.76,254.4,253.61,425.21,375.54,317.69,573.93,60.21,304.68,395.21,311.23,287.72,192.97,421.37,230.74,393.54,399.43,277.14,306.73,340.15,211.26,290.21,167.34,348.9,415.31,317.72,292.95,284.25,311.31,315.15,273.6,82.84,310.67,22.65,528.93,204.42,544.1,7.18,0.0,562.73,441.9,398.06,61.71,409.28,310.22,61.49,262.32,301.29,122.88,214.69,319.08,302.4,233.25,304.03,398.16,137.77,160.88,271.41,239.27,279.38,281.98,290.5,289.45,270.69,65.18,239.19,412.9,260.71,301.24,230.9,397.53,353.9,247.48,369.86,268.91,58.39,58.76,300.52,253.91,431.91,431.58,339.96,270.57,277.38,279.78,430.5,301.97,65.52,240.27,264.05,321.23,302.72,339.41,322.38,275.66,59.52,392.4,169.44
Nilavarai Bottomless Well,891.9,226.73,923.21,827.91,446.24,562.58,541.25,792.09,956.76,965.38,414.95,631.74,732.39,908.83,652.94,726.01,709.46,31.69,799.93,844.04,624.5,628.1,229.19,435.22,639.56,946.95,897.54,994.56,630.88,851.08,912.88,821.16,62.11,749.61,959.98,811.59,262.25,463.61,440.96,821.16,625.2,626.22,821.67,902.94,626.8,947.34,838.26,906.73,917.83,825.76,584.82,796.92,845.61,953.34,843.51,292.22,629.37,232.3,19.42,19.07,622.09,823.74,230.93,838.69,833.62,827.82,697.91,727.97,794.01,793.52,249.32,574.27,284.54,15.43,618.2,441.75,600.35,757.8,827.76,748.73,560.81,907.16,978.79,958.03,231.34,900.21,553.15,766.41,537.18,679.71,524.29,266.5,843.57,233.37,303.29,843.03,909.77,236.56,644.31,811.89,581.76,54.55,474.74,15.77,555.64,562.73,0.0,243.08,954.6,623.91,373.76,902.98,623.29,420.08,891.88,544.15,506.69,846.01,444.68,436.05,442.72,956.74,694.54,496.08,275.12,796.99,230.07,228.32,450.79,830.13,818.24,626.91,792.38,294.91,421.89,904.18,743.77,580.78,312.45,930.88,973.93,901.93,619.88,620.38,447.33,792.84,255.84,254.56,833.21,236.38,734.76,825.48,257.66,902.14,627.11,774.17,477.94,843.66,836.67,849.69,852.48,209.21,621.18,557.13,429.31
Nilaveli Beach,590.96,136.76,577.78,523.46,171.89,438.93,313.23,475.26,612.36,615.49,177.34,486.63,563.9,535.11,454.53,554.07,443.93,267.65,482.27,627.67,486.62,489.21,137.59,219.99,497.01,566.16,576.66,620.08,485.52,625.18,530.29,625.33,181.73,506.73,581.34,504.64,20.66,242.61,166.23,625.33,488.79,489.42,625.83,559.97,488.65,635.19,598.82,563.55,568.91,618.11,439.38,612.76,611.49,607.22,607.11,122.41,489.47,139.79,242.72,242.26,485.43,626.26,138.13,626.72,626.55,577.03,537.03,559.39,474.75,474.77,13.4,370.7,94.54,258.39,474.47,166.95,398.4,411.17,622.56,576.19,341.28,605.53,605.59,577.95,139.16,556.14,355.05,590.29,255.99,478.27,316.41,29.88,622.17,120.75,121.95,627.2,562.67,138.1,501.94,575.64,450.21,267.89,255.87,241.36,435.45,441.9,243.08,0.0,574.54,487.94,136.21,557.46,486.04,186.56,549.54,354.31,270.45,625.29,170.47,216.05,168.04,577.01,532.58,297.93,124.0,485.89,137.9,136.73,182.47,625.33,623.5,488.72,609.4,56.09,188.53,563.46,527.69,372.31,92.5,624.66,611.23,578.06,482.29,483.18,173.53,473.98,14.52,13.54,588.56,141.63,485.85,627.4,16.58,560.76,488.36,570.23,218.7,619.25,623.83,614.76,633.9,190.44,483.87,344.23,273.13
Nine Arches Bridge,176.21,514.07,83.46,183.92,335.23,391.35,240.3,188.12,88.89,78.77,330.17,359.89,361.84,46.2,217.48,345.96,60.39,978.77,182.12,348.13,376.05,375.06,509.51,334.24,370.82,8.38,136.8,45.94,358.78,333.94,44.31,374.96,857.79,160.59,7.2,187.95,538.71,169.91,343.59,374.96,380.36,379.76,375.51,92.91,376.46,159.84,286.46,91.39,77.1,347.96,343.05,380.42,307.89,83.89,300.04,382.76,372.92,504.21,935.66,935.23,378.24,373.44,506.23,352.63,359.23,250.44,355.86,357.71,184.44,185.25,549.0,176.01,411.36,979.67,357.64,342.43,225.06,198.13,357.09,364.93,205.11,175.22,33.28,3.49,505.86,91.76,131.96,371.66,208.86,221.51,102.02,516.73,334.91,496.67,364.61,348.19,82.93,494.87,373.89,257.72,376.76,949.48,281.31,936.96,398.06,398.06,954.6,574.54,0.0,380.91,366.17,88.16,377.19,355.37,98.1,249.26,232.41,339.77,337.48,332.27,340.84,2.51,350.14,273.54,414.28,191.01,507.88,510.92,323.4,361.07,374.57,376.37,378.88,476.96,352.65,96.84,229.8,195.9,392.96,168.84,52.26,130.37,374.76,375.96,333.09,185.61,547.95,549.19,269.04,496.8,126.69,373.82,544.16,96.15,374.96,298.07,276.58,327.69,347.83,311.64,353.49,592.48,376.05,169.09,377.38
Old Parliament Building,205.82,339.19,297.62,231.54,336.98,61.41,434.85,270.84,298.82,312.49,440.85,17.0,61.52,360.9,63.2,60.09,275.69,623.61,268.39,137.42,3.48,6.0,336.07,269.2,17.62,381.36,245.85,376.35,17.28,147.44,382.01,114.89,584.1,240.21,378.41,243.56,474.47,364.77,340.79,114.89,1.36,2.49,115.14,292.16,4.35,228.75,288.56,292.52,305.1,123.7,48.61,98.18,284.91,302.06,287.16,320.23,8.01,331.32,602.43,602.44,2.56,116.92,333.93,132.14,126.82,302.64,42.64,59.49,274.16,273.54,470.6,347.76,360.3,635.33,17.16,340.38,362.46,340.35,123.06,70.74,404.25,205.69,369.21,381.54,332.75,294.69,313.49,80.48,309.17,69.2,332.99,458.5,140.84,346.53,324.69,136.63,301.01,328.57,21.4,264.27,42.41,590.64,239.17,605.42,68.58,61.71,623.91,487.94,380.91,0.0,434.83,297.66,2.65,303.58,291.41,144.07,241.09,141.38,337.71,273.83,339.6,380.44,41.62,194.53,318.75,258.28,334.96,337.62,325.19,123.88,112.98,4.47,95.53,451.98,301.78,287.27,98.95,371.22,390.38,214.97,343.41,251.74,5.81,4.84,335.48,274.05,476.4,476.25,294.45,325.94,246.33,118.05,474.77,288.77,5.36,99.54,294.74,143.16,131.82,289.35,142.65,336.51,4.29,372.42,220.16
Pasikudah Beach,452.12,197.92,401.38,397.89,121.72,404.99,178.58,352.59,431.08,428.85,41.38,427.15,475.69,339.21,359.73,464.61,293.53,395.37,356.42,499.08,432.38,433.79,196.91,199.73,437.54,358.31,423.04,411.02,426.06,490.08,326.31,511.33,314.2,368.61,373.37,382.2,115.56,115.56,122.08,511.33,435.21,435.45,511.77,389.31,433.86,478.26,455.93,391.97,390.88,496.35,389.34,508.08,471.54,425.21,465.82,127.15,433.26,196.63,370.66,370.25,432.31,511.04,196.15,501.27,504.54,427.47,457.89,471.71,349.8,350.29,126.77,249.52,109.88,388.7,418.29,121.85,277.05,281.19,502.2,483.63,210.53,463.07,399.45,369.11,196.76,385.16,238.85,493.59,129.38,377.01,195.17,108.63,490.41,179.92,113.64,499.01,387.56,192.05,441.74,436.67,407.99,390.7,207.72,369.89,404.81,409.28,373.76,136.21,366.17,434.83,0.0,384.88,432.38,174.57,381.62,291.27,195.01,493.8,122.16,193.71,121.83,368.64,453.29,248.94,146.63,365.31,196.56,196.8,129.78,505.03,510.42,433.88,505.89,80.4,174.87,394.22,408.31,247.64,69.37,474.64,413.72,421.44,429.1,430.08,122.36,349.67,121.89,123.02,442.62,195.35,345.0,511.63,119.86,391.44,433.19,455.48,146.67,485.6,497.98,474.01,503.31,258.59,430.56,217.69,273.88
Pedro Tea Factory,91.91,458.04,20.83,98.14,312.0,303.47,325.48,114.15,55.82,62.53,366.58,277.91,302.61,63.79,143.25,286.48,126.09,922.8,106.82,339.92,292.93,292.41,453.26,282.62,289.86,86.46,51.96,104.76,276.69,335.79,84.94,346.97,812.7,170.94,87.96,105.54,525.13,229.18,320.16,346.97,297.28,296.83,347.61,5.64,293.61,95.21,302.23,7.14,15.43,329.61,255.96,341.01,317.98,51.39,312.62,342.36,290.46,447.41,881.55,881.19,294.79,347.01,449.87,339.81,341.59,280.41,287.4,297.58,111.39,112.03,531.26,249.17,381.09,926.68,273.84,319.09,291.41,150.99,337.05,310.56,293.16,94.65,90.9,89.79,449.23,3.71,199.69,322.39,205.18,158.44,189.77,502.05,331.39,445.52,329.49,339.36,7.05,438.69,293.59,267.02,289.65,889.95,225.0,883.41,310.03,310.22,902.98,557.46,88.16,297.66,384.88,0.0,293.91,313.48,11.91,164.46,182.61,335.91,314.06,282.66,317.51,88.46,281.19,201.92,367.76,113.19,451.56,454.91,297.36,341.08,345.36,293.55,337.99,469.89,310.54,10.93,200.96,274.56,380.25,96.3,75.21,46.61,291.09,292.33,309.64,112.61,532.8,533.68,291.04,439.59,146.83,348.11,529.31,8.94,292.18,266.87,246.15,327.19,335.46,323.01,348.36,524.89,292.52,255.26,306.3
Pettah Floating Market,202.07,337.9,293.89,227.81,334.75,60.96,432.24,267.21,295.2,308.89,438.29,15.06,61.34,357.13,61.9,59.78,273.19,623.19,264.73,136.86,1.47,5.08,334.78,267.19,17.16,377.64,242.1,372.75,15.23,146.78,378.24,114.56,583.17,238.06,374.7,239.87,472.49,362.11,338.58,114.56,2.87,3.38,114.81,288.39,3.57,225.21,286.98,288.75,301.35,123.2,46.66,97.97,283.47,298.44,285.66,318.29,6.9,330.01,601.89,601.89,1.43,116.57,332.62,131.63,126.35,300.81,42.42,59.27,270.51,269.89,468.67,345.44,358.31,634.79,14.54,338.18,360.28,336.81,122.61,70.54,401.73,201.99,365.57,377.83,331.44,290.91,311.13,80.3,306.63,68.02,330.44,456.5,140.22,345.08,322.63,136.08,297.26,327.23,21.38,262.6,41.58,590.33,237.0,604.86,68.25,61.49,623.29,486.04,377.19,2.65,432.38,293.91,0.0,301.56,287.64,141.7,238.71,140.78,335.49,271.8,337.4,376.74,41.33,192.36,316.97,254.64,333.66,336.31,322.95,123.44,112.66,3.69,95.32,449.83,299.76,283.52,98.0,368.88,388.17,211.37,339.79,247.99,3.78,3.0,333.24,270.43,474.45,474.31,292.75,324.61,244.05,117.7,472.81,285.02,4.17,98.89,292.42,142.5,131.3,287.91,142.09,335.83,2.23,369.94,218.61
Pidurangala Rock,330.19,119.73,334.29,261.71,52.99,258.83,339.42,215.44,369.19,375.47,212.59,301.2,377.62,310.11,270.28,367.94,290.48,438.96,223.01,450.81,302.02,304.44,117.06,34.48,311.69,347.53,321.73,396.84,300.09,451.68,313.01,443.08,351.84,339.09,361.01,242.96,171.1,229.68,52.58,443.08,304.35,304.92,443.58,314.66,304.0,378.77,430.86,318.45,327.19,438.54,254.97,428.35,441.21,364.86,437.82,20.36,304.57,114.59,407.85,407.51,301.05,444.36,115.14,448.5,446.94,414.93,350.48,373.11,215.74,215.59,168.61,369.54,56.95,438.06,289.41,52.76,405.57,162.75,442.42,390.24,356.25,345.3,381.15,358.82,115.38,311.31,340.94,404.74,122.44,295.02,301.5,155.01,446.94,102.05,22.21,450.17,319.74,107.61,316.56,405.81,267.82,421.46,69.96,408.48,256.42,262.32,420.08,186.56,355.37,303.58,174.57,313.48,301.56,0.0,303.58,167.77,91.82,449.88,52.45,29.79,52.74,357.58,346.03,111.42,42.69,224.72,116.13,117.61,47.09,445.12,441.0,304.05,424.8,150.72,2.1,317.06,349.17,378.76,95.1,366.15,379.2,324.34,297.85,298.77,52.53,214.8,173.5,173.49,423.13,110.66,321.29,445.63,171.72,314.61,303.63,389.04,59.43,445.1,445.83,444.9,457.86,194.13,299.43,347.64,103.69
Pidurutalagala,86.42,446.81,31.35,86.83,304.01,294.51,333.54,102.39,65.74,73.5,365.83,272.16,302.68,69.54,140.98,286.56,137.83,911.44,94.99,347.29,286.71,286.37,442.03,271.95,284.44,95.79,47.44,116.53,270.9,344.19,90.62,351.92,802.07,181.07,98.38,93.75,517.61,232.65,312.11,351.92,291.09,290.68,352.59,11.14,287.51,96.81,311.96,14.96,27.3,335.87,247.8,344.36,327.19,61.74,322.05,332.53,284.51,436.14,870.3,869.94,288.45,352.18,438.62,346.67,347.87,291.17,285.51,297.47,99.66,100.29,523.29,260.98,372.13,915.47,267.36,311.06,303.32,141.47,343.07,311.53,303.24,90.99,102.49,99.94,437.96,8.55,211.56,324.21,200.34,158.89,200.04,494.46,339.3,434.64,320.19,346.67,18.94,427.46,288.41,276.39,281.44,878.42,214.09,872.21,300.86,301.29,891.88,549.54,98.1,291.41,381.62,11.91,287.64,303.58,0.0,153.04,172.5,343.74,306.02,272.16,309.49,98.57,279.21,190.11,357.32,101.27,440.31,443.68,289.14,347.1,350.16,287.46,341.1,463.22,300.62,13.93,206.81,286.18,373.18,95.57,87.11,43.2,284.66,285.92,301.65,100.89,525.13,525.96,301.26,428.29,157.8,353.36,521.66,11.23,286.11,271.8,237.69,335.4,342.41,332.31,356.04,513.09,286.14,266.06,294.43
Pinnawala Elephant Orphanage,116.42,235.71,178.41,66.39,194.73,118.22,330.81,75.77,203.23,215.85,300.93,138.06,210.2,211.2,109.88,200.79,203.11,552.97,77.23,300.23,141.82,143.52,232.3,135.06,148.62,245.55,133.41,268.89,136.95,307.0,229.11,282.8,489.75,214.08,250.48,62.01,337.9,241.29,198.93,282.8,144.56,144.87,283.31,161.12,143.44,172.69,297.05,163.97,178.95,283.36,98.1,264.25,302.72,202.22,301.23,186.57,143.19,227.67,526.5,526.33,141.54,284.72,229.91,295.5,291.48,292.47,182.73,205.65,79.95,79.11,336.31,288.87,224.44,558.99,127.98,198.47,316.46,137.08,286.06,223.38,317.04,131.14,255.34,251.51,229.08,160.78,253.72,238.6,168.18,136.49,245.67,321.57,299.43,234.48,187.16,299.3,171.09,222.81,153.19,270.25,117.69,526.31,98.98,528.45,119.98,122.88,544.15,354.31,249.26,144.07,291.27,164.46,141.7,167.77,153.04,0.0,97.02,301.91,195.57,138.51,197.61,250.09,178.28,56.76,192.33,65.91,231.08,233.7,182.84,288.58,280.31,143.48,260.35,311.24,165.78,159.17,199.64,307.25,248.41,155.12,237.54,139.56,138.3,139.26,193.16,79.33,340.85,340.9,294.27,221.92,205.16,286.25,338.94,158.57,142.84,232.0,151.05,299.55,293.31,306.93,308.5,265.59,139.8,292.78,114.89
